,sr_number,sr_type,sr_short_code,created_department,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,electricity_grid,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,parent_sr_number
431,SR19-03236434,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:50:46.000,2019-12-31T20:30:27.000,2019-12-31T19:50:47.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
432,SR19-03236433,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:50:20.000,2019-12-31T20:30:46.000,2019-12-31T19:50:21.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
433,SR19-03236432,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:50:09.000,2019-12-31T20:31:05.000,2019-12-31T19:50:10.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
434,SR19-03236431,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:50:02.000,2019-12-31T20:31:05.000,2019-12-31T19:50:03.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
435,SR19-03236430,Street Light Pole Damage Complaint,SFK,CDOT - Department of Transportation,CDOT - Department of Transportation,Completed,Phone Call,2019-12-31T19:49:42.000,2020-01-03T09:08:37.000,2020-01-03T09:08:37.000,9745 S BEVERLY AVE,,,60643.0,9745,S,BEVERLY,AVE,False,False,73,21,M045,1,22,2213,1,19,3,12,1168060.717249,1840033.248404,41.716591622,-87.660079854,"{'latitude': '41.71659162161227', 'longitude': '-87.66007985361004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13,72,22212,592.0,13,
436,SR19-03236429,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:49:11.000,2019-12-31T20:31:05.000,2019-12-31T19:49:11.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
437,SR19-03236428,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:48:51.000,2019-12-31T20:31:05.000,2019-12-31T19:48:52.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
438,SR19-03236427,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:48:33.000,2019-12-31T20:31:05.000,2019-12-31T19:48:34.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
439,SR19-03236426,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:48:25.000,2019-12-31T20:31:05.000,2019-12-31T19:48:25.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
440,SR19-03236425,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:48:21.000,2019-12-31T20:30:27.000,2019-12-31T19:48:22.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
441,SR19-03236424,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:48:01.000,2019-12-31T20:31:05.000,2019-12-31T19:48:02.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
442,SR19-03236423,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:48:00.000,2019-12-31T20:31:05.000,2019-12-31T19:48:00.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
443,SR19-03236422,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T19:47:36.000,2019-12-31T20:30:46.000,2019-12-31T19:47:36.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,19,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
444,SR19-03236421,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T19:47:28.000,2019-12-31T20:31:05.000,2019-12-31T19:47:28.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,19,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
445,SR19-03236420,Street Light Out Complaint,SFD,,CDOT - Department of Transportation,Completed,Mobile Device,2019-12-31T19:47:13.000,2020-01-30T11:49:38.000,2020-01-30T11:49:38.000,1256 W DIVISION ST,,,60642.0,1256,W,DIVISION,ST,True,False,24,27,M019,3,14,1433,35,19,3,12,1167694.76919,1908146.829786,41.903510643,-87.659464034,"{'latitude': '41.90351064307639', 'longitude': '-87.65946403428225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49,25,22620,109.0,46,SR19-03021635
446,SR19-03236419,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:46:02.000,2019-12-31T20:30:46.000,2019-12-31T19:46:02.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
447,SR19-03236418,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,2019-12-31T19:45:58.000,2020-06-30T22:00:49.000,2020-01-02T09:35:23.000,1800 S ALLPORT ST,,,60608.0,1800,S,ALLPORT,ST,False,False,31,25,M026,3,12,1233,28,19,3,12,1168236.605819,1891497.720619,41.857812544,-87.657955023,"{'latitude': '41.85781254419357', 'longitude': '-87.65795502283537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43,33,14920,365.0,26,
448,SR19-03236417,Buildings - Plumbing Violation,BBC,311 City Services,DOB - Buildings,Completed,Phone Call,2019-12-31T19:45:32.000,2020-02-08T13:55:53.000,2020-02-08T13:55:53.000,6119 N KEDZIE AVE,,,60659.0,6119,N,KEDZIE,AVE,False,False,2,50,I007,1,24,2413,23,19,3,12,1153993.646296,1940872.837198,41.993597421,-87.708915661,"{'latitude': '41.99359742078131', 'longitude': '-87.70891566141702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50,20,4450,30.0,27,
449,SR19-03236416,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T19:44:53.000,2019-12-31T20:31:05.000,2019-12-31T19:44:54.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,19,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
450,SR19-03236415,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:44:34.000,2019-12-31T20:31:05.000,2019-12-31T19:44:34.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
451,SR19-03236414,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:44:14.000,2019-12-31T20:31:05.000,2019-12-31T19:44:14.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
452,SR19-03236413,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:44:03.000,2019-12-31T20:30:46.000,2019-12-31T19:44:03.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
453,SR19-03236412,Sewer Cleaning Inspection Request,CHECKFOR,311 City Services,DWM - Department of Water Management,Completed,Phone Call,2019-12-31T19:43:55.000,2020-01-02T05:24:27.000,2020-01-02T05:24:27.000,6119 N KEDZIE AVE,,,60659.0,6119,N,KEDZIE,AVE,False,False,2,50,I007,1,24,2413,23,19,3,12,1153993.646296,1940872.837198,41.993597421,-87.708915661,"{'latitude': '41.99359742078131', 'longitude': '-87.70891566141702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50,20,4450,30.0,27,
454,SR19-03236411,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:43:21.000,2019-12-31T20:30:46.000,2019-12-31T19:43:21.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
455,SR19-03236409,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T19:42:14.000,2019-12-31T20:30:46.000,2019-12-31T19:42:15.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,19,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
456,SR19-03236408,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:42:08.000,2019-12-31T20:30:46.000,2019-12-31T19:42:08.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
457,SR19-03236407,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:40:45.000,2019-12-31T20:30:46.000,2019-12-31T19:40:46.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
458,SR19-03236404,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:39:54.000,2019-12-31T20:31:05.000,2019-12-31T19:39:55.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
459,SR19-03236403,Recycling Pick Up,SRRP,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T19:39:45.000,2020-01-02T05:43:02.000,2020-01-02T05:43:02.000,1512 E 85TH ST,,,60619.0,1512,E,85TH,ST,False,False,45,8,T042,1,4,412,52,19,3,12,1187846.768621,1848999.938002,41.740749744,-87.587328779,"{'latitude': '41.740749744331325', 'longitude': '-87.58732877878452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",61,41,21546,133.0,35,
460,SR19-03236402,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,2019-12-31T19:39:10.000,2020-01-02T09:01:18.000,2020-01-02T09:01:18.000,5633 N ARTESIAN AVE,,,60659.0,5633,N,ARTESIAN,AVE,True,False,2,40,J008,1,20,2011,19,19,3,12,1159052.483587,1937480.46891,41.984185894,-87.690400878,"{'latitude': '41.984185894430325', 'longitude': '-87.69040087817731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50,20,4450,15.0,24,SR19-03221412
461,SR19-03236401,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T19:38:54.000,2019-12-31T20:30:27.000,2019-12-31T19:38:55.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,19,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
462,SR19-03236400,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:38:46.000,2019-12-31T20:30:46.000,2019-12-31T19:38:46.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
463,SR19-03236399,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:36:59.000,2019-12-31T20:30:27.000,2019-12-31T19:37:00.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
464,SR19-03236398,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:36:32.000,2019-12-31T20:30:46.000,2019-12-31T19:36:32.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
465,SR19-03236396,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T19:35:15.000,2020-01-17T06:40:03.000,2020-01-17T06:40:03.000,5970 W ADAMS BLVD,,,60644.0,5970,W,ADAMS,BLVD,False,False,25,29,B023,1,15,1513,19,19,3,12,1136556.698878,1898519.763621,41.877706971,-87.774072876,"{'latitude': '41.877706970550896', 'longitude': '-87.77407287558543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,26,22216,67.0,7,
466,SR19-03236395,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,2019-12-31T19:34:32.000,2020-01-02T08:28:07.000,2020-01-02T08:28:07.000,1435 N MONTICELLO AVE,,,60651.0,1435,N,MONTICELLO,AVE,False,False,23,26,G019,3,25,2535,18,19,3,12,1151837.478057,1909457.127234,41.90743327,-87.717677063,"{'latitude': '41.90743326970519', 'longitude': '-87.71767706303238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,24,4299,454.0,49,
467,SR19-03236394,Abandoned Vehicle Complaint,SKA,311 City Services,Streets and Sanitation,Completed,Phone Call,2019-12-31T19:34:26.000,2020-01-17T06:40:02.000,2020-01-17T06:40:02.000,5970 W ADAMS BLVD,,,60644.0,5970,W,ADAMS,BLVD,False,False,25,29,B023,1,15,1513,19,19,3,12,1136556.698878,1898519.763621,41.877706971,-87.774072876,"{'latitude': '41.877706970550896', 'longitude': '-87.77407287558543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,26,22216,67.0,7,
468,SR19-03236393,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:34:24.000,2019-12-31T20:31:05.000,2019-12-31T19:34:24.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
469,SR19-03236392,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:33:59.000,2019-12-31T20:30:46.000,2019-12-31T19:33:59.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
470,SR19-03236391,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:33:45.000,2019-12-31T20:31:05.000,2019-12-31T19:33:46.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
471,SR19-03236390,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:33:32.000,2019-12-31T20:30:46.000,2019-12-31T19:33:33.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
472,SR19-03236389,Pet Wellness Check Request,PET,311 City Services,Animal Care and Control,Completed,Phone Call,2019-12-31T19:32:56.000,2020-01-02T08:29:15.000,2020-01-02T08:29:15.000,1435 N MONTICELLO AVE,,,60651.0,1435,N,MONTICELLO,AVE,False,False,23,26,G019,3,25,2535,18,19,3,12,1151837.478057,1909457.127234,41.90743327,-87.717677063,"{'latitude': '41.90743326970519', 'longitude': '-87.71767706303238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,24,4299,454.0,49,
473,SR19-03236388,Aircraft Noise Complaint,AVN,,Aviation,Completed,Internet,2019-12-31T19:32:16.000,2019-12-31T20:31:05.000,2019-12-31T19:32:17.000,10510 W ZEMKE RD,Chicago,IL,60666.0,10510,W,ZEMKE,RD,False,False,76,41,,5,16,1654,27,19,3,12,1105376.188336,1941042.52737,41.994896549,-87.887751654,"{'latitude': '41.9948965489749', 'longitude': '-87.8877516541201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",38,75,16197,668.0,29,
474,SR19-03236387,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:32:05.000,2019-12-31T20:30:46.000,2019-12-31T19:32:06.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
475,SR19-03236386,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:32:05.000,2019-12-31T20:30:27.000,2019-12-31T19:32:05.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
476,SR19-03236384,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,2019-12-31T19:30:12.000,2020-01-02T09:32:47.000,2020-01-02T09:32:47.000,4800 W GLADYS AVE,,,60644.0,4800,W,GLADYS,AVE,False,False,25,28,D023,3,15,1533,1,19,3,12,1144417.997662,1897918.313567,41.875912323,-87.745222946,"{'latitude': '41.87591232316133', 'longitude': '-87.74522294551846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32,26,22216,69.0,23,
477,SR19-03236383,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:29:14.000,2019-12-31T19:31:06.000,2019-12-31T19:29:14.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
478,SR19-03236382,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:28:25.000,2019-12-31T19:31:06.000,2019-12-31T19:28:25.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
479,SR19-03236381,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:28:01.000,2019-12-31T19:31:13.000,2019-12-31T19:28:02.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
480,SR19-03236380,311 INFORMATION ONLY CALL,311IOC,311 City Services,311 City Services,Completed,Phone Call,2019-12-31T19:27:49.000,2019-12-31T19:31:06.000,2019-12-31T19:27:50.000,2111 W Lexington ST,Chicago,Illinois,60612.0,2111,W,Lexington,ST,False,False,28,28,K024,2,12,1225,46,19,3,12,1162234.142489,1896559.966858,41.871831278,-87.679846219,"{'latitude': '41.871831277993564', 'longitude': '-87.67984621876099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28,29,21184,5.0,23,
